MINE,DEPT_EN_DESC,ROBJ_EN_NM,AGRG_PYMT_AMT
Industry,Industry,Temporary Help Services,110074
Industry,Industry,Temporary Help Services,682803
Industry,Industry,Temporary Help Services,105388
Industry,Industry,Temporary Help Services,154041
Industry,Industry,Temporary Help Services,186547
Industry,Industry,Temporary Help Services,1194539
Industry,Industry,Temporary Help Services,270357
Industry,Industry,Temporary Help Services,0
Industry,Industry,Training and Educational Services,218818
Industry,Industry,Engineering and Architectural Services,0
Industry,Industry,Engineering and Architectural Services,397410
Industry,Industry,Engineering and Architectural Services,271969
Industry,Industry,Business Services,2677361
Industry,Industry,Business Services,1003579
Industry,Industry,Business Services,397995
Industry,Industry,Business Services,0
Industry,Industry,Engineering and Architectural Services,256841
Industry,Industry,Engineering and Architectural Services,151959
Industry,Industry,Engineering and Architectural Services,507560
Industry,Industry,Engineering and Architectural Services,144300
Industry,Industry,Health and Welfare Services,420376
Industry,Industry,Health and Welfare Services,98258
Industry,Industry,Informatics Services,1165483
Industry,Industry,Informatics Services,308137
Industry,Industry,Health and Welfare Services,0
Industry,Industry,Informatics Services,113065
Industry,Industry,Informatics Services,163342
Industry,Industry,Informatics Services,198404
Industry,Industry,Informatics Services,999953
Industry,Industry,Informatics Services,208900
Industry,Industry,Informatics Services,1599427
Industry,Industry,Informatics Services,100202
Industry,Industry,Informatics Services,511218
Industry,Industry,Informatics Services,2392891
Industry,Industry,Informatics Services,281792
Industry,Industry,Training and Educational Services,0
Industry,Industry,Protection Services,183831
Industry,Industry,Protection Services,0
Industry,Industry,Scientific and Research Services,159336
Industry,Industry,Scientific and Research Services,694755
Industry,Industry,Legal Services,7006682
Industry,Industry,Legal Services,0
Industry,Industry,Legal Services,151013
Industry,Industry,Legal Services,120346
Industry,Industry,Legal Services,956485
Industry,Industry,Legal Services,2443458
Industry,Industry,Legal Services,320963
Industry,Industry,Legal Services,109070
Industry,Industry,Legal Services,266434
Industry,Industry,Management Consulting,222788
Industry,Industry,Interpretation and Translation Services,0
Industry,Industry,Legal Services,1579797
Industry,Industry,Legal Services,2259438
Industry,Industry,Interpretation and Translation Services,753320
Industry,Industry,Interpretation and Translation Services,578822
Industry,Industry,Interpretation and Translation Services,3127060
Industry,Industry,Informatics Services,1050107
Industry,Industry,Informatics Services,12840989
Industry,Industry,Informatics Services,338748
Industry,Industry,Informatics Services,592686
Industry,Industry,Informatics Services,784094
Industry,Industry,Informatics Services,793931
Industry,Industry,Informatics Services,0
Industry,Industry,Interpretation and Translation Services,1185525
Industry,Industry,Business Services,252675
Industry,Industry,Business Services,277140
Industry,Industry,Business Services,230404
Industry,Industry,Business Services,143872
Industry,Industry,Business Services,135200
Industry,Industry,Informatics Services,1689860
Industry,Industry,Business Services,561784
Industry,Industry,Business Services,154523
Industry,Industry,Business Services,151716
Industry,Industry,Business Services,171694
Industry,Industry,Business Services,187003
Industry,Industry,Management Consulting,0
Industry,Industry,Other Services,112333
Industry,Industry,Management Consulting,158312
Industry,Industry,Other Services,831159
Industry,Industry,Other Services,116312
Industry,Industry,Other Services,208889
Industry,Industry,Other Services,342594
Industry,Industry,Management Consulting,110896
Industry,Industry,Management Consulting,800545
Industry,Industry,Management Consulting,125438
Industry,Industry,Management Consulting,318584
Industry,Industry,Management Consulting,5589338
Industry,Industry,Management Consulting,186390
Industry,Industry,Management Consulting,124379
Industry,Industry,Management Consulting,421245
Industry,Industry,Management Consulting,104000
Industry,Industry,Management Consulting,305250
Industry,Industry,Management Consulting,149648
Industry,Industry,Management Consulting,1062070
Industry,Industry,Management Consulting,406888
Industry,Industry,Other Services,129000
Industry,Industry,Other Services,253932
Industry,Industry,Other Services,176835
Industry,Industry,Other Services,267140
Industry,Industry,Management Consulting,207236
Industry,Industry,Management Consulting,374088
Industry,Industry,Management Consulting,159804
Industry,Industry,Management Consulting,266338
Industry,Industry,Management Consulting,391169
Industry,Industry,Management Consulting,399895
Industry,Industry,Management Consulting,111455
Industry,Industry,Management Consulting,168990
Industry,Industry,Management Consulting,248745
Industry,Industry,Management Consulting,103417
Industry,Industry,Business Services,657600
Industry,Industry,Business Services,2361003
Industry,Industry,Business Services,218706
Industry,Industry,Business Services,331882
Industry,Industry,Protection Services,176000
Industry,Industry,Other Services,174724
Industry,Industry,Other Services,113673
Industry,Industry,Other Services,1343844
Industry,Industry,Other Services,626929
Industry,Industry,Other Services,0
Industry,Industry,Protection Services,2538896
Industry,Industry,Protection Services,248330
Industry,Industry,Protection Services,187075
Transport,Transport,Business Services,0
Transport,Transport,Business Services,257000
Transport,Transport,Business Services,373403
Transport,Transport,Engineering and Architectural Services,0
Transport,Transport,Business Services,1197247
Transport,Transport,Business Services,297588
Transport,Transport,Business Services,285197
Transport,Transport,Business Services,170673
Transport,Transport,Business Services,128508
Transport,Transport,Business Services,258573
Transport,Transport,Business Services,3875764
Transport,Transport,Business Services,122574
Transport,Transport,Business Services,270491
Transport,Transport,Business Services,214055
Transport,Transport,Business Services,308875
Transport,Transport,Business Services,181455
Transport,Transport,Business Services,2339406
Transport,Transport,Business Services,196063
Transport,Transport,Business Services,126881
Transport,Transport,Business Services,131757
Transport,Transport,Business Services,323970
Transport,Transport,Business Services,935710
Transport,Transport,Training and Educational Services,2991851
Transport,Transport,Special Fees and Services,0
Transport,Transport,Scientific and Research Services,221613
Transport,Transport,Scientific and Research Services,186585
Transport,Transport,Scientific and Research Services,311500
Transport,Transport,Scientific and Research Services,409600
Transport,Transport,Scientific and Research Services,102495
Transport,Transport,Scientific and Research Services,136250
Transport,Transport,Training and Educational Services,541470
Transport,Transport,Training and Educational Services,103376
Transport,Transport,Training and Educational Services,439499
Transport,Transport,Training and Educational Services,134770
Transport,Transport,Training and Educational Services,908877
Transport,Transport,Training and Educational Services,191856
Transport,Transport,Special Fees and Services,156156
Transport,Transport,Special Fees and Services,865340
Transport,Transport,Special Fees and Services,197485
Transport,Transport,Temporary Help Services,0
Transport,Transport,Temporary Help Services,561097
Transport,Transport,Temporary Help Services,183512
Transport,Transport,Temporary Help Services,129765
Transport,Transport,Temporary Help Services,765297
Transport,Transport,Temporary Help Services,174661
Transport,Transport,Temporary Help Services,180734
Transport,Transport,Temporary Help Services,275396
Transport,Transport,Temporary Help Services,206435
Transport,Transport,Temporary Help Services,954947
Transport,Transport,Temporary Help Services,126443
Transport,Transport,Temporary Help Services,379890
Transport,Transport,Temporary Help Services,964811
Transport,Transport,Temporary Help Services,1062334
Transport,Transport,Temporary Help Services,100897
Transport,Transport,Training and Educational Services,0
Transport,Transport,Management Consulting,195940
Transport,Transport,Management Consulting,150000
Transport,Transport,Management Consulting,174250
Transport,Transport,Management Consulting,1088176
Transport,Transport,Management Consulting,185566
Transport,Transport,Management Consulting,273000
Transport,Transport,Management Consulting,224914
Transport,Transport,Management Consulting,114750
Transport,Transport,Legal Services,993415
Transport,Transport,Management Consulting,0
Transport,Transport,Management Consulting,180325
Transport,Transport,Management Consulting,210073
Transport,Transport,Legal Services,128744
Transport,Transport,Legal Services,219501
Transport,Transport,Legal Services,313092
Transport,Transport,Legal Services,246915
Transport,Transport,Interpretation and Translation Services,395958
Transport,Transport,Legal Services,0
Transport,Transport,Legal Services,11989797
Transport,Transport,Legal Services,324326
Transport,Transport,Interpretation and Translation Services,3622565
Transport,Transport,Interpretation and Translation Services,0
Transport,Transport,Informatics Services,1086771
Transport,Transport,Informatics Services,818303
Transport,Transport,Informatics Services,1039803
Transport,Transport,Informatics Services,1096888
Transport,Transport,Informatics Services,941599
Transport,Transport,Informatics Services,1226548
Transport,Transport,Informatics Services,269319
Transport,Transport,Informatics Services,1577157
Transport,Transport,Informatics Services,129979
Transport,Transport,Informatics Services,182400
Transport,Transport,Informatics Services,125100
Transport,Transport,Informatics Services,139652
Transport,Transport,Informatics Services,186598
Transport,Transport,Informatics Services,357053
Transport,Transport,Informatics Services,646463
Transport,Transport,Informatics Services,200000
Transport,Transport,Informatics Services,230343
Transport,Transport,Informatics Services,173454
Transport,Transport,Informatics Services,356986
Transport,Transport,Informatics Services,490000
Transport,Transport,Informatics Services,489100
Transport,Transport,Informatics Services,199431
Transport,Transport,Informatics Services,101282
Transport,Transport,Informatics Services,0
Transport,Transport,Health and Welfare Services,153313
Transport,Transport,Health and Welfare Services,443927
Transport,Transport,Engineering and Architectural Services,100000
Transport,Transport,Health and Welfare Services,0
Transport,Transport,Health and Welfare Services,167160
Transport,Transport,Health and Welfare Services,133664
Transport,Transport,Engineering and Architectural Services,723897
Transport,Transport,Engineering and Architectural Services,559729
Transport,Transport,Engineering and Architectural Services,294204
Transport,Transport,Engineering and Architectural Services,823071
Transport,Transport,Engineering and Architectural Services,11237759
Transport,Transport,Scientific and Research Services,244704
Transport,Transport,Scientific and Research Services,168662
Transport,Transport,Scientific and Research Services,1197882
Transport,Transport,Scientific and Research Services,147990
Transport,Transport,Scientific and Research Services,182400
Transport,Transport,Scientific and Research Services,104801
Transport,Transport,Scientific and Research Services,165620
Transport,Transport,Scientific and Research Services,2137345
Transport,Transport,Scientific and Research Services,172450
Transport,Transport,Scientific and Research Services,250000
Transport,Transport,Scientific and Research Services,1189056
Transport,Transport,Scientific and Research Services,127600
Transport,Transport,Scientific and Research Services,245000
Transport,Transport,Scientific and Research Services,362171
Transport,Transport,Scientific and Research Services,150000
Transport,Transport,Scientific and Research Services,179125
Transport,Transport,Protection Services,443598
Transport,Transport,Scientific and Research Services,0
Transport,Transport,Scientific and Research Services,570332
Transport,Transport,Protection Services,271134
Transport,Transport,Protection Services,107112
Transport,Transport,Protection Services,234490
Transport,Transport,Protection Services,101846
Transport,Transport,Protection Services,2986854
Transport,Transport,Protection Services,0
Transport,Transport,Other Services,600000
Transport,Transport,Other Services,279984
Transport,Transport,Other Services,1595031
Transport,Transport,Other Services,212044
Transport,Transport,Protection Services,349157
Transport,Transport,Protection Services,414872
Transport,Transport,Management Consulting,100000
Transport,Transport,Management Consulting,2746849
Transport,Transport,Management Consulting,579308
Transport,Transport,Management Consulting,2124159
Transport,Transport,Management Consulting,970129
Transport,Transport,Other Services,2869336
Transport,Transport,Management Consulting,166498
Transport,Transport,Management Consulting,666191
Transport,Transport,Other Services,184500
Transport,Transport,Other Services,206976
Transport,Transport,Management Consulting,1026400
Transport,Transport,Management Consulting,2593419
Transport,Transport,Management Consulting,551349
Transport,Transport,Management Consulting,102380
Transport,Transport,Management Consulting,391053
Transport,Transport,Management Consulting,144639
Transport,Transport,Management Consulting,146531
Transport,Transport,Management Consulting,118931
Transport,Transport,Other Services,160910
Transport,Transport,Other Services,0
Transport,Transport,Other Services,118827
Transport,Transport,Management Consulting,128755
Transport,Transport,Scientific and Research Services,344891
Transport,Transport,Scientific and Research Services,1188499
Transport,Transport,Scientific and Research Services,221239
Industry,National Research Council of Canada,Scientific and Research Services,438190
Industry,National Research Council of Canada,Protection Services,328639
Industry,National Research Council of Canada,Protection Services,443403
Industry,National Research Council of Canada,Protection Services,0
Industry,National Research Council of Canada,Scientific and Research Services,169330
Industry,National Research Council of Canada,Protection Services,228800
Industry,National Research Council of Canada,Protection Services,156432
Industry,National Research Council of Canada,Protection Services,1494650
Industry,National Research Council of Canada,Scientific and Research Services,112682
Industry,National Research Council of Canada,Scientific and Research Services,108950
Industry,National Research Council of Canada,Scientific and Research Services,468631
Industry,National Research Council of Canada,Scientific and Research Services,132810
Industry,National Research Council of Canada,Scientific and Research Services,149510
Industry,National Research Council of Canada,Scientific and Research Services,115145
Industry,National Research Council of Canada,Scientific and Research Services,3083209
Industry,National Research Council of Canada,Scientific and Research Services,102080
Industry,National Research Council of Canada,Scientific and Research Services,110000
Industry,National Research Council of Canada,Scientific and Research Services,133285
Industry,National Research Council of Canada,Business Services,1355115
Industry,National Research Council of Canada,Business Services,403729
Industry,National Research Council of Canada,Business Services,214192
Industry,National Research Council of Canada,Business Services,135231
Industry,National Research Council of Canada,Scientific and Research Services,1733719
Industry,National Research Council of Canada,Scientific and Research Services,190502
Industry,National Research Council of Canada,Scientific and Research Services,250223
Industry,National Research Council of Canada,Scientific and Research Services,125015
Industry,National Research Council of Canada,Scientific and Research Services,0
Industry,National Research Council of Canada,Special Fees and Services,177054
Industry,National Research Council of Canada,Temporary Help Services,727506
Industry,National Research Council of Canada,Temporary Help Services,134655
Industry,National Research Council of Canada,Temporary Help Services,0
Industry,National Research Council of Canada,Training and Educational Services,2614046
Industry,National Research Council of Canada,Training and Educational Services,0
Industry,National Research Council of Canada,Temporary Help Services,107221
Industry,National Research Council of Canada,Temporary Help Services,282124
Industry,National Research Council of Canada,Temporary Help Services,118411
Industry,National Research Council of Canada,Temporary Help Services,140474
Industry,National Research Council of Canada,Special Fees and Services,823237
Industry,National Research Council of Canada,Special Fees and Services,0
Industry,National Research Council of Canada,Protection Services,220090
Industry,National Research Council of Canada,Protection Services,552375
Industry,National Research Council of Canada,Protection Services,130779
Industry,National Research Council of Canada,Protection Services,164131
Industry,National Research Council of Canada,Other Services,0
Industry,National Research Council of Canada,Management Consulting,0
Industry,National Research Council of Canada,Other Services,8489
Industry,National Research Council of Canada,Interpretation and Translation Services,223490
Industry,National Research Council of Canada,Interpretation and Translation Services,353937
Industry,National Research Council of Canada,Interpretation and Translation Services,0
Industry,National Research Council of Canada,Legal Services,138258
Industry,National Research Council of Canada,Legal Services,150128
Industry,National Research Council of Canada,Legal Services,528383
Industry,National Research Council of Canada,Legal Services,152356
Industry,National Research Council of Canada,Legal Services,1814475
Industry,National Research Council of Canada,Legal Services,0
Industry,National Research Council of Canada,Informatics Services,372856
Industry,National Research Council of Canada,Informatics Services,0
Industry,National Research Council of Canada,Management Consulting,213855
Industry,National Research Council of Canada,Management Consulting,351716
Industry,National Research Council of Canada,Management Consulting,180651
Industry,National Research Council of Canada,Management Consulting,157553
Industry,National Research Council of Canada,Management Consulting,2315073
Industry,National Research Council of Canada,Informatics Services,743523
Industry,National Research Council of Canada,Business Services,1328992
Industry,National Research Council of Canada,Business Services,159300
Industry,National Research Council of Canada,Business Services,217866
Industry,National Research Council of Canada,Business Services,0
Industry,National Research Council of Canada,Engineering and Architectural Services,141844
Industry,National Research Council of Canada,Engineering and Architectural Services,132314
Industry,National Research Council of Canada,Engineering and Architectural Services,3016461
Industry,National Research Council of Canada,Engineering and Architectural Services,556870
Industry,National Research Council of Canada,Engineering and Architectural Services,209000
Industry,National Research Council of Canada,Engineering and Architectural Services,0
Industry,National Research Council of Canada,Health and Welfare Services,256017
Industry,National Research Council of Canada,Health and Welfare Services,0
Industry,National Research Council of Canada,Informatics Services,599394
Industry,National Research Council of Canada,Informatics Services,263593
Industry,National Research Council of Canada,Informatics Services,170065
Industry,National Research Council of Canada,Informatics Services,367489
Industry,National Research Council of Canada,Business Services,164692
Canadian Heritage,National Film Board,Business Services,108512
Canadian Heritage,National Film Board,Informatics Services,112545
Canadian Heritage,National Film Board,Informatics Services,364040
Canadian Heritage,National Film Board,Business Services,0
Canadian Heritage,National Film Board,Engineering and Architectural Services,110565
Canadian Heritage,National Film Board,Engineering and Architectural Services,116100
Canadian Heritage,National Film Board,Engineering and Architectural Services,111150
Canadian Heritage,National Film Board,Engineering and Architectural Services,104255
Canadian Heritage,National Film Board,Engineering and Architectural Services,7752119
Canadian Heritage,National Film Board,Engineering and Architectural Services,0
Canadian Heritage,National Film Board,Informatics Services,120675
Canadian Heritage,National Film Board,Management Consulting,0
Canadian Heritage,National Film Board,Other Services,106500
Canadian Heritage,National Film Board,Management Consulting,525996
Canadian Heritage,National Film Board,Legal Services,0
Canadian Heritage,National Film Board,Other Services,915483
Canadian Heritage,National Film Board,Other Services,108464
Canadian Heritage,National Film Board,Other Services,100000
Canadian Heritage,National Film Board,Other Services,130000
Canadian Heritage,National Film Board,Other Services,124110
Canadian Heritage,National Film Board,Other Services,175000
Canadian Heritage,National Film Board,Other Services,0
Canadian Heritage,National Film Board,Protection Services,120848
Canadian Heritage,National Film Board,Protection Services,0
Canadian Heritage,National Film Board,Interpretation and Translation Services,233259
Canadian Heritage,National Film Board,Interpretation and Translation Services,0
Canadian Heritage,National Film Board,Legal Services,100612
Canadian Heritage,National Film Board,Informatics Services,0
Canadian Heritage,National Film Board,Training and Educational Services,0
Canadian Heritage,National Film Board,Scientific and Research Services,228735
Canadian Heritage,National Film Board,Scientific and Research Services,0
Canadian Heritage,National Film Board,Special Fees and Services,223246
Canadian Heritage,National Film Board,Special Fees and Services,0
Canadian Heritage,National Film Board,Training and Educational Services,301367
Transport,Canadian Transportation Agency,Business Services,0
Transport,Canadian Transportation Agency,Business Services,57597
Transport,Canadian Transportation Agency,Health and Welfare Services,0
Transport,Canadian Transportation Agency,Scientific and Research Services,0
Transport,Canadian Transportation Agency,Health and Welfare Services,3360
Transport,Canadian Transportation Agency,Informatics Services,0
Transport,Canadian Transportation Agency,Informatics Services,102852
Transport,Canadian Transportation Agency,Informatics Services,262408
Transport,Canadian Transportation Agency,Interpretation and Translation Services,0
Transport,Canadian Transportation Agency,Interpretation and Translation Services,167145
Transport,Canadian Transportation Agency,Interpretation and Translation Services,51015
Transport,Canadian Transportation Agency,Legal Services,0
Transport,Canadian Transportation Agency,Legal Services,130415
Transport,Canadian Transportation Agency,Management Consulting,0
Transport,Canadian Transportation Agency,Management Consulting,191840
Transport,Canadian Transportation Agency,Scientific and Research Services,11791
Transport,Canadian Transportation Agency,Other Services,0
Transport,Canadian Transportation Agency,Other Services,93977
Transport,Canadian Transportation Agency,Special Fees and Services,0
Transport,Canadian Transportation Agency,Special Fees and Services,75994
Transport,Canadian Transportation Agency,Temporary Help Services,0
Transport,Canadian Transportation Agency,Temporary Help Services,119275
Transport,Canadian Transportation Agency,Training and Educational Services,0
Transport,Canadian Transportation Agency,Training and Educational Services,336957
Natural Resources,Natural Resources,Business Services,0
Natural Resources,Natural Resources,Business Services,155250
Natural Resources,Natural Resources,Business Services,108129
Natural Resources,Natural Resources,Business Services,1115805
Natural Resources,Natural Resources,Business Services,120000
Natural Resources,Natural Resources,Business Services,122618
Natural Resources,Natural Resources,Business Services,208366
Natural Resources,Natural Resources,Business Services,163775
Natural Resources,Natural Resources,Business Services,229587
Natural Resources,Natural Resources,Other Services,264784
Natural Resources,Natural Resources,Other Services,109828
Natural Resources,Natural Resources,Other Services,126550
Natural Resources,Natural Resources,Other Services,184892
Natural Resources,Natural Resources,Other Services,1885002
Natural Resources,Natural Resources,Other Services,268548
Natural Resources,Natural Resources,Other Services,276545
Natural Resources,Natural Resources,Other Services,143500
Natural Resources,Natural Resources,Other Services,11695895
Natural Resources,Natural Resources,Other Services,113321
Natural Resources,Natural Resources,Other Services,175242
Natural Resources,Natural Resources,Engineering and Architectural Services,1038418
Natural Resources,Natural Resources,Business Services,570449
Natural Resources,Natural Resources,Engineering and Architectural Services,0
Natural Resources,Natural Resources,Engineering and Architectural Services,167346278
Natural Resources,Natural Resources,Engineering and Architectural Services,153489
Natural Resources,Natural Resources,Business Services,168189
Natural Resources,Natural Resources,Business Services,944674
Natural Resources,Natural Resources,Business Services,156200
Natural Resources,Natural Resources,Scientific and Research Services,176317
Natural Resources,Natural Resources,Scientific and Research Services,1411005
Natural Resources,Natural Resources,Scientific and Research Services,258880
Natural Resources,Natural Resources,Scientific and Research Services,164920
Natural Resources,Natural Resources,Temporary Help Services,554602
Natural Resources,Natural Resources,Temporary Help Services,194408
Natural Resources,Natural Resources,Legal Services,315000
Natural Resources,Natural Resources,Legal Services,245278
Natural Resources,Natural Resources,Legal Services,4148848
Natural Resources,Natural Resources,Legal Services,133991
Natural Resources,Natural Resources,Informatics Services,354204
Natural Resources,Natural Resources,Informatics Services,1570949
Natural Resources,Natural Resources,Informatics Services,105285
Natural Resources,Natural Resources,Informatics Services,240500
Natural Resources,Natural Resources,Management Consulting,1058026
Natural Resources,Natural Resources,Protection Services,0
Natural Resources,Natural Resources,Protection Services,2572112
Natural Resources,Natural Resources,Protection Services,40169
Natural Resources,Natural Resources,Scientific and Research Services,0
Natural Resources,Natural Resources,Business Services,2369201
Natural Resources,Natural Resources,Temporary Help Services,173196
Natural Resources,Natural Resources,Temporary Help Services,306762
Natural Resources,Natural Resources,Legal Services,210956
Natural Resources,Natural Resources,Legal Services,132117
Natural Resources,Natural Resources,Business Services,1125474
Natural Resources,Natural Resources,Business Services,126427
Natural Resources,Natural Resources,Business Services,777515
Natural Resources,Natural Resources,Business Services,1020821
Natural Resources,Natural Resources,Management Consulting,299477
Natural Resources,Natural Resources,Management Consulting,0
Natural Resources,Natural Resources,Management Consulting,348620
Natural Resources,Natural Resources,Informatics Services,144755
Natural Resources,Natural Resources,Informatics Services,141227
Natural Resources,Natural Resources,Informatics Services,191717
Natural Resources,Natural Resources,Informatics Services,301026
Natural Resources,Natural Resources,Management Consulting,114879
Natural Resources,Natural Resources,Management Consulting,775000
Natural Resources,Natural Resources,Management Consulting,1113915
Natural Resources,Natural Resources,Management Consulting,198196
Natural Resources,Natural Resources,Scientific and Research Services,331000
Natural Resources,Natural Resources,Special Fees and Services,108767
Natural Resources,Natural Resources,Special Fees and Services,182425
Natural Resources,Natural Resources,Informatics Services,958528
Natural Resources,Natural Resources,Interpretation and Translation Services,0
Natural Resources,Natural Resources,Interpretation and Translation Services,162543
Natural Resources,Natural Resources,Interpretation and Translation Services,440345
Natural Resources,Natural Resources,Business Services,497577
Natural Resources,Natural Resources,Business Services,384132
Natural Resources,Natural Resources,Business Services,531530
Natural Resources,Natural Resources,Scientific and Research Services,2110644
Natural Resources,Natural Resources,Scientific and Research Services,325388
Natural Resources,Natural Resources,Scientific and Research Services,129663
Natural Resources,Natural Resources,Scientific and Research Services,3011039
Natural Resources,Natural Resources,Interpretation and Translation Services,1619663
Natural Resources,Natural Resources,Interpretation and Translation Services,384387
Natural Resources,Natural Resources,Interpretation and Translation Services,351346
Natural Resources,Natural Resources,Legal Services,0
Natural Resources,Natural Resources,Interpretation and Translation Services,231187
Natural Resources,Natural Resources,Informatics Services,138234
Natural Resources,Natural Resources,Special Fees and Services,1307077
Natural Resources,Natural Resources,Informatics Services,130759
Natural Resources,Natural Resources,Informatics Services,149000
Natural Resources,Natural Resources,Informatics Services,125104
Natural Resources,Natural Resources,Informatics Services,695893
Natural Resources,Natural Resources,Business Services,392021
Natural Resources,Natural Resources,Other Services,0
Natural Resources,Natural Resources,Other Services,148720
Natural Resources,Natural Resources,Training and Educational Services,662458
Natural Resources,Natural Resources,Other Services,339495
Natural Resources,Natural Resources,Business Services,414020
Natural Resources,Natural Resources,Business Services,351810
Natural Resources,Natural Resources,Other Services,185060
Natural Resources,Natural Resources,Other Services,503841
Natural Resources,Natural Resources,Other Services,102400
Natural Resources,Natural Resources,Other Services,290014
Natural Resources,Natural Resources,Other Services,179945
Natural Resources,Natural Resources,Other Services,150705
Natural Resources,Natural Resources,Other Services,264606
Natural Resources,Natural Resources,Other Services,118901
Natural Resources,Natural Resources,Other Services,1407029
Natural Resources,Natural Resources,Other Services,164144
Natural Resources,Natural Resources,Other Services,469193
Natural Resources,Natural Resources,Other Services,105170
Natural Resources,Natural Resources,Other Services,136588
Natural Resources,Natural Resources,Other Services,120964
Natural Resources,Natural Resources,Other Services,120417
Natural Resources,Natural Resources,Other Services,246637
Natural Resources,Natural Resources,Other Services,106001
Natural Resources,Natural Resources,Other Services,1767829
Natural Resources,Natural Resources,Other Services,600000
Natural Resources,Natural Resources,Other Services,124395
Natural Resources,Natural Resources,Other Services,347659
Natural Resources,Natural Resources,Other Services,294701
Natural Resources,Natural Resources,Other Services,150237
Natural Resources,Natural Resources,Other Services,162555
Natural Resources,Natural Resources,Other Services,146144
Natural Resources,Natural Resources,Other Services,111285
Natural Resources,Natural Resources,Other Services,256187
Natural Resources,Natural Resources,Business Services,13804116
Natural Resources,Natural Resources,Business Services,233846
Natural Resources,Natural Resources,Other Services,184825
Natural Resources,Natural Resources,Other Services,148061
Natural Resources,Natural Resources,Other Services,337555
Natural Resources,Natural Resources,Other Services,153800
Natural Resources,Natural Resources,Other Services,140472
Natural Resources,Natural Resources,Other Services,633217
Natural Resources,Natural Resources,Temporary Help Services,121343
Natural Resources,Natural Resources,Temporary Help Services,960120
Natural Resources,Natural Resources,Temporary Help Services,250553
Natural Resources,Natural Resources,Temporary Help Services,480475
Natural Resources,Natural Resources,Training and Educational Services,0
Natural Resources,Natural Resources,Training and Educational Services,3241414
Natural Resources,Natural Resources,Training and Educational Services,205848
Natural Resources,Natural Resources,Training and Educational Services,769653
Natural Resources,Natural Resources,Training and Educational Services,236704
Natural Resources,Natural Resources,Temporary Help Services,743163
Natural Resources,Natural Resources,Temporary Help Services,211803
Natural Resources,Natural Resources,Special Fees and Services,101124
Natural Resources,Natural Resources,Temporary Help Services,0
Natural Resources,Natural Resources,Temporary Help Services,138205
Natural Resources,Natural Resources,Temporary Help Services,127027
Natural Resources,Natural Resources,Business Services,810832
Natural Resources,Natural Resources,Business Services,122051
Natural Resources,Natural Resources,Business Services,128405
Natural Resources,Natural Resources,Business Services,3171648
Natural Resources,Natural Resources,Business Services,234862
Natural Resources,Natural Resources,Scientific and Research Services,300000
Natural Resources,Natural Resources,Scientific and Research Services,1421100
Natural Resources,Natural Resources,Scientific and Research Services,230000
Natural Resources,Natural Resources,Special Fees and Services,0
Natural Resources,Natural Resources,Temporary Help Services,149876
Natural Resources,Natural Resources,Other Services,425850
Natural Resources,Natural Resources,Engineering and Architectural Services,244155
Natural Resources,Natural Resources,Other Services,212110
Natural Resources,Natural Resources,Other Services,357882
Natural Resources,Natural Resources,Other Services,239023
Natural Resources,Natural Resources,Informatics Services,178052
Natural Resources,Natural Resources,Health and Welfare Services,0
Natural Resources,Natural Resources,Health and Welfare Services,68028
Natural Resources,Natural Resources,Informatics Services,0
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Business Services,243370
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Business Services,602575
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Business Services,179622
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Business Services,1895552
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Business Services,266940
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Business Services,253559
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Business Services,541124
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Business Services,947608
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Business Services,563406
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Business Services,0
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,601488
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,242499
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,134438
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,270851
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,215964
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,73892526
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,375059
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,135104
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,132000
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,268438
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,252061
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,161990
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,412639
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,267004
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,188199
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,200668
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,104235
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Legal Services,207614
