MINE,DEPT_EN_DESC,ROBJ_EN_NM,AGRG_PYMT_AMT
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Protection Services,599579
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Protection Services,166434
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Protection Services,150105
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Protection Services,168075
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Protection Services,178104
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Protection Services,182261
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Protection Services,252275
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Protection Services,564102
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Temporary Help Services,209021
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Temporary Help Services,177127
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Protection Services,20220257
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Protection Services,411445
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Protection Services,204345
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Temporary Help Services,909704
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Protection Services,236896
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Protection Services,185975
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Protection Services,510871
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Protection Services,180392
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Protection Services,128721
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Protection Services,662133
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Protection Services,286823
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Protection Services,124221
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Temporary Help Services,214474
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Temporary Help Services,238322
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Temporary Help Services,266971
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Temporary Help Services,392858
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Management Consulting,139740
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Management Consulting,304050
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Management Consulting,632904
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Management Consulting,194270
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Management Consulting,114800
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Management Consulting,346744
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Management Consulting,400084
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Management Consulting,122200
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Management Consulting,1030041
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Management Consulting,341954
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Temporary Help Services,8917042
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Temporary Help Services,161680
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Special Fees and Services,423027
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Special Fees and Services,806071
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Special Fees and Services,9716137
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Temporary Help Services,272040
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Temporary Help Services,188276
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Temporary Help Services,168802
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Temporary Help Services,704287
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Temporary Help Services,214081
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Special Fees and Services,117388
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Special Fees and Services,137504
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Special Fees and Services,135248
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Protection Services,3421649
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Scientific and Research Services,473810
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Special Fees and Services,157217
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Special Fees and Services,127828
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Special Fees and Services,196256
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Special Fees and Services,211571
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Special Fees and Services,182343
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Special Fees and Services,412766
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Special Fees and Services,258033
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Special Fees and Services,212645
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Temporary Help Services,129829
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Temporary Help Services,248300
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Temporary Help Services,112478
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Temporary Help Services,386015
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Temporary Help Services,555545
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Temporary Help Services,286024
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Protection Services,242262
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Protection Services,173999
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Protection Services,536847
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Protection Services,268473
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Protection Services,363914
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Protection Services,11060015
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Protection Services,525563
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Protection Services,819904
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Protection Services,572379
Foreign Affairs and International Trade,Foreign Affairs and International Trade,Protection Services,139540
